ambientTemp,objectTemp,humidity,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,iteration
23.59,17.78,34.83314,-0.97,-0.04,0.06,0.76,-5.83,-3.01,36.73,82.30,-68.81,1
23.59,17.78,34.83314,-0.97,-0.04,0.06,0.76,-5.83,-3.01,36.73,82.30,-68.81,2
23.59,17.78,34.83314,-0.97,-0.04,0.06,0.76,-5.83,-3.01,36.73,82.30,-68.81,3
23.59,17.78,34.83314,-0.97,-0.04,0.06,0.76,-5.83,-3.01,36.73,82.30,-68.81,4
23.59,17.78,34.83314,-0.97,-0.04,0.06,0.76,-5.83,-3.01,36.73,82.30,-68.81,5
23.59,17.78,34.83314,-0.97,-0.04,0.06,0.76,-5.83,-3.01,36.73,82.30,-68.81,6
23.59,17.78,34.83314,-0.97,-0.04,0.06,0.76,-5.83,-3.01,36.73,82.30,-68.81,7
23.59,17.78,34.83314,-0.97,-0.04,0.06,0.76,-5.83,-3.01,36.73,82.30,-68.81,8
23.59,17.81,34.83314,-0.97,-0.12,-0.04,-4.47,-7.93,-3.60,41.37,80.50,-65.51,9
23.59,17.81,34.83314,-0.97,-0.12,-0.04,-4.47,-7.93,-3.60,41.37,80.50,-65.51,10
23.59,17.81,34.83314,-0.97,-0.12,-0.04,-4.47,-7.93,-3.60,41.37,80.50,-65.51,11
23.59,17.81,34.83314,-0.97,-0.12,-0.04,-4.47,-7.93,-3.60,41.37,80.50,-65.51,12
23.59,17.81,34.83314,-0.97,-0.12,-0.04,-4.47,-7.93,-3.60,41.37,80.50,-65.51,13
23.59,17.81,34.83314,-0.97,-0.12,-0.04,-4.47,-7.93,-3.60,41.37,80.50,-65.51,14
23.59,17.81,34.83314,-0.97,-0.12,-0.04,-4.47,-7.93,-3.60,41.37,80.50,-65.51,15
23.59,17.81,34.83314,-0.97,-0.12,-0.04,-4.47,-7.93,-3.60,41.37,80.50,-65.51,16
23.59,17.81,34.83314,-0.97,-0.12,-0.04,-4.47,-7.93,-3.60,41.37,80.50,-65.51,17
23.59,20.88,34.83314,-0.97,-0.12,-0.04,-4.47,-7.93,-3.60,41.37,80.50,-65.51,18
23.59,20.88,34.83314,-0.97,-0.12,-0.04,-4.47,-7.93,-3.60,41.37,80.50,-65.51,19
23.59,20.88,34.83314,-1.21,0.25,0.11,-56.82,-18.93,3.09,41.97,78.55,-64.31,20
23.59,20.88,34.83314,-1.21,0.25,0.11,-56.82,-18.93,3.09,41.97,78.55,-64.31,21
23.59,20.88,34.83314,-1.21,0.25,0.11,-56.82,-18.93,3.09,41.97,78.55,-64.31,22
23.59,20.88,34.83314,-1.21,0.25,0.11,-56.82,-18.93,3.09,41.97,78.55,-64.31,23
23.59,20.88,34.83314,-1.21,0.25,0.11,-56.82,-18.93,3.09,41.97,78.55,-64.31,24
23.59,20.88,34.83314,-1.21,0.25,0.11,-56.82,-18.93,3.09,41.97,78.55,-64.31,25
23.59,20.88,34.83314,-1.21,0.25,0.11,-56.82,-18.93,3.09,41.97,78.55,-64.31,26
23.59,20.88,34.83314,-1.21,0.25,0.11,-56.82,-18.93,3.09,41.97,78.55,-64.31,27
23.59,20.88,34.83314,-1.21,0.25,0.11,-56.82,-18.93,3.09,41.97,78.55,-64.31,28
23.59,18.28,34.83314,-1.21,0.25,0.11,-56.82,-18.93,3.09,41.97,78.55,-64.31,29
23.59,18.28,34.83314,-0.99,-0.18,-0.06,-56.51,0.05,-0.86,19.34,61.16,-96.69,30
23.59,18.28,34.83314,-0.99,-0.18,-0.06,-56.51,0.05,-0.86,19.34,61.16,-96.69,31
23.59,18.28,34.83314,-0.99,-0.18,-0.06,-56.51,0.05,-0.86,19.34,61.16,-96.69,32
23.59,18.28,34.83314,-0.99,-0.18,-0.06,-56.51,0.05,-0.86,19.34,61.16,-96.69,33
23.59,18.28,34.83314,-0.99,-0.18,-0.06,-56.51,0.05,-0.86,19.34,61.16,-96.69,34
23.59,18.28,34.83314,-0.99,-0.18,-0.06,-56.51,0.05,-0.86,19.34,61.16,-96.69,35
23.59,18.28,34.83314,-0.99,-0.18,-0.06,-56.51,0.05,-0.86,19.34,61.16,-96.69,36
23.59,18.28,34.83314,-0.99,-0.18,-0.06,-56.51,0.05,-0.86,19.34,61.16,-96.69,37
23.59,18.28,34.83314,-0.99,-0.18,-0.06,-56.51,0.05,-0.86,19.34,61.16,-96.69,38
23.59,17.91,34.83314,-0.26,-0.02,-0.00,-54.30,-5.33,-7.77,21.89,102.23,-135.51,39
23.59,17.91,34.83314,-0.26,-0.02,-0.00,-54.30,-5.33,-7.77,21.89,102.23,-135.51,40
23.59,17.91,34.83314,-0.26,-0.02,-0.00,-54.30,-5.33,-7.77,21.89,102.23,-135.51,41
23.59,17.91,34.83314,-0.26,-0.02,-0.00,-54.30,-5.33,-7.77,21.89,102.23,-135.51,42
23.59,17.91,34.83314,-0.26,-0.02,-0.00,-54.30,-5.33,-7.77,21.89,102.23,-135.51,43
23.59,17.91,34.83314,-0.26,-0.02,-0.00,-54.30,-5.33,-7.77,21.89,102.23,-135.51,44
23.59,17.91,34.83314,-0.26,-0.02,-0.00,-54.30,-5.33,-7.77,21.89,102.23,-135.51,45
23.59,17.91,34.83314,-0.26,-0.02,-0.00,-54.30,-5.33,-7.77,21.89,102.23,-135.51,46
23.59,17.91,34.83314,-0.26,-0.02,-0.00,-54.30,-5.33,-7.77,21.89,102.23,-135.51,47
23.59,17.91,34.83314,-0.26,-0.02,-0.00,-54.30,-5.33,-7.77,21.89,102.23,-135.51,48
23.59,17.88,34.83314,-0.26,-0.02,-0.00,-54.30,-5.33,-7.77,21.89,102.23,-135.51,49
23.59,17.88,34.83314,-1.59,-0.12,0.09,3.97,-19.62,1.79,-3.30,85.59,-86.49,50
23.59,17.88,34.83314,-1.59,-0.12,0.09,3.97,-19.62,1.79,-3.30,85.59,-86.49,51
23.59,17.88,34.83314,-1.59,-0.12,0.09,3.97,-19.62,1.79,-3.30,85.59,-86.49,52
23.59,17.88,34.83314,-1.59,-0.12,0.09,3.97,-19.62,1.79,-3.30,85.59,-86.49,53
23.59,17.88,34.83314,-1.59,-0.12,0.09,3.97,-19.62,1.79,-3.30,85.59,-86.49,54
23.59,17.88,34.83314,-1.59,-0.12,0.09,3.97,-19.62,1.79,-3.30,85.59,-86.49,55
23.59,17.88,34.83314,-1.59,-0.12,0.09,3.97,-19.62,1.79,-3.30,85.59,-86.49,56
23.59,17.88,34.83314,-1.59,-0.12,0.09,3.97,-19.62,1.79,-3.30,85.59,-86.49,57
23.59,17.88,34.83314,-1.59,-0.12,0.09,3.97,-19.62,1.79,-3.30,85.59,-86.49,58
23.59,17.69,34.83314,-1.59,-0.12,0.09,3.97,-19.62,1.79,-3.30,85.59,-86.49,59
23.59,17.69,34.83314,-1.23,0.12,0.08,-73.35,3.84,3.21,23.83,105.68,-47.37,60
23.59,17.69,34.83314,-1.23,0.12,0.08,-73.35,3.84,3.21,23.83,105.68,-47.37,61
23.59,17.69,34.83314,-1.23,0.12,0.08,-73.35,3.84,3.21,23.83,105.68,-47.37,62
23.59,17.69,34.83314,-1.23,0.12,0.08,-73.35,3.84,3.21,23.83,105.68,-47.37,63
23.59,17.69,34.83314,-1.23,0.12,0.08,-73.35,3.84,3.21,23.83,105.68,-47.37,64
23.59,17.69,34.83314,-1.23,0.12,0.08,-73.35,3.84,3.21,23.83,105.68,-47.37,65
23.59,17.81,34.83314,-0.76,-0.02,0.06,-49.71,-24.61,-2.07,28.63,80.50,-48.57,66
23.59,17.81,34.83314,-0.76,-0.02,0.06,-49.71,-24.61,-2.07,28.63,80.50,-48.57,67
23.59,17.81,34.83314,-0.76,-0.02,0.06,-49.71,-24.61,-2.07,28.63,80.50,-48.57,68
23.59,17.81,34.83314,-0.76,-0.02,0.06,-49.71,-24.61,-2.07,28.63,80.50,-48.57,69
