ambientTemp,objectTemp,humidity,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,iteration
23.50,17.69,35.17647,-0.94,-0.02,-0.02,-0.65,-6.02,-4.22,37.48,82.60,-68.21,1
23.50,17.69,35.17647,-0.94,-0.02,-0.02,-0.65,-6.02,-4.22,37.48,82.60,-68.21,2
23.50,17.69,35.17647,-0.94,-0.02,-0.02,-0.65,-6.02,-4.22,37.48,82.60,-68.21,3
23.50,17.69,35.17647,-0.94,-0.02,-0.02,-0.65,-6.02,-4.22,37.48,82.60,-68.21,4
23.50,17.69,35.17647,-0.94,-0.02,-0.02,-0.65,-6.02,-4.22,37.48,82.60,-68.21,5
23.50,17.44,35.17647,-0.94,-0.02,-0.02,-0.65,-6.02,-4.22,37.48,82.60,-68.21,6
23.50,17.44,35.17647,-0.94,-0.02,-0.02,-0.65,-6.02,-4.22,37.48,82.60,-68.21,7
23.50,17.44,35.17647,-0.93,0.00,0.01,-1.09,-4.93,-4.51,38.67,82.45,-66.26,8
23.50,17.44,35.17647,-0.93,0.00,0.01,-1.09,-4.93,-4.51,38.67,82.45,-66.26,9
23.50,17.44,35.17647,-0.93,0.00,0.01,-1.09,-4.93,-4.51,38.67,82.45,-66.26,10
23.50,17.44,35.17647,-0.93,0.00,0.01,-1.09,-4.93,-4.51,38.67,82.45,-66.26,11
23.50,17.44,35.17647,-0.93,0.00,0.01,-1.09,-4.93,-4.51,38.67,82.45,-66.26,12
23.50,17.44,35.17647,-0.93,0.00,0.01,-1.09,-4.93,-4.51,38.67,82.45,-66.26,13
23.50,17.44,35.17647,-0.97,-0.01,0.04,2.96,-4.57,-4.51,42.87,79.00,-64.46,14
23.50,17.44,35.17647,-0.97,-0.01,0.04,2.96,-4.57,-4.51,42.87,79.00,-64.46,15
23.59,24.97,35.17647,-0.97,-0.01,0.04,2.96,-4.57,-4.51,42.87,79.00,-64.46,16
23.59,24.97,35.17647,-0.97,-0.01,0.04,2.96,-4.57,-4.51,42.87,79.00,-64.46,17
23.59,24.97,35.19936,-0.97,-0.01,0.04,2.96,-4.57,-4.51,42.87,79.00,-64.46,18
23.59,24.97,35.19936,-0.97,-0.01,0.04,2.96,-4.57,-4.51,42.87,79.00,-64.46,19
23.59,24.97,35.19936,-0.97,-0.01,0.04,2.96,-4.57,-4.51,42.87,79.00,-64.46,20
23.59,24.97,35.19936,-0.97,-0.01,0.04,2.96,-4.57,-4.51,42.87,79.00,-64.46,21
