ambientTemp,objectTemp,humidity,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,iteration
24.09,19.28,34.24567,-0.89,-0.04,-0.01,1.88,-7.42,-3.63,43.77,76.75,-63.56,1
24.09,19.28,34.24567,-0.89,-0.04,-0.01,1.88,-7.42,-3.63,43.77,76.75,-63.56,2
24.09,19.28,34.24567,-0.89,-0.04,-0.01,1.88,-7.42,-3.63,43.77,76.75,-63.56,3
24.09,19.28,34.24567,-0.89,-0.04,-0.01,1.88,-7.42,-3.63,43.77,76.75,-63.56,4
24.09,19.28,34.24567,-0.89,-0.04,-0.01,1.88,-7.42,-3.63,43.77,76.75,-63.56,5
24.09,19.28,34.24567,-0.90,-0.02,-0.08,-0.11,-5.63,-3.12,42.42,79.00,-64.01,6
24.09,18.62,34.24567,-0.83,-0.13,-0.04,-1.34,-14.76,0.55,43.32,77.05,-62.81,7
24.09,18.62,34.24567,-0.83,-0.13,-0.04,-1.34,-14.76,0.55,43.32,77.05,-62.81,8
24.09,18.62,34.24567,-0.83,-0.13,-0.04,-1.34,-14.76,0.55,43.32,77.05,-62.81,9
24.09,18.62,34.24567,-0.83,-0.13,-0.04,-1.34,-14.76,0.55,43.32,77.05,-62.81,10
24.09,18.62,34.24567,-0.83,-0.13,-0.04,-1.34,-14.76,0.55,43.32,77.05,-62.81,11
24.09,18.62,34.24567,-0.83,-0.13,-0.04,-1.34,-14.76,0.55,43.32,77.05,-62.81,12
24.09,18.62,34.24567,-0.83,-0.13,-0.04,-1.34,-14.76,0.55,43.32,77.05,-62.81,13
24.09,18.62,34.24567,-0.83,-0.13,-0.04,-1.34,-14.76,0.55,43.32,77.05,-62.81,14
24.09,18.62,34.24567,-0.83,-0.13,-0.04,-1.34,-14.76,0.55,43.32,77.05,-62.81,15
24.09,18.62,34.24567,-0.83,-0.13,-0.04,-1.34,-14.76,0.55,43.32,77.05,-62.81,16
24.06,20.81,34.24567,-1.22,-0.11,0.16,-57.37,-19.68,1.86,43.77,75.70,-64.91,17
24.06,20.81,34.24567,-1.22,-0.11,0.16,-57.37,-19.68,1.86,43.77,75.70,-64.91,18
24.06,20.81,34.24567,-1.22,-0.11,0.16,-57.37,-19.68,1.86,43.77,75.70,-64.91,19
24.06,20.81,34.24567,-1.22,-0.11,0.16,-57.37,-19.68,1.86,43.77,75.70,-64.91,20
24.06,20.81,34.24567,-1.22,-0.11,0.16,-57.37,-19.68,1.86,43.77,75.70,-64.91,21
24.06,20.81,34.24567,-1.22,-0.11,0.16,-57.37,-19.68,1.86,43.77,75.70,-64.91,22
24.06,20.81,34.24567,-1.22,-0.11,0.16,-57.37,-19.68,1.86,43.77,75.70,-64.91,23
24.06,20.81,34.24567,-1.22,-0.11,0.16,-57.37,-19.68,1.86,43.77,75.70,-64.91,24
24.06,20.81,34.24567,-1.22,-0.11,0.16,-57.37,-19.68,1.86,43.77,75.70,-64.91,25
24.06,20.81,34.24567,-1.22,-0.11,0.16,-57.37,-19.68,1.86,43.77,75.70,-64.91,26
24.06,19.00,34.24567,-0.94,0.18,-0.02,-64.54,-13.24,-7.39,19.49,63.86,-98.94,27
24.06,19.00,34.24567,-0.94,0.18,-0.02,-64.54,-13.24,-7.39,19.49,63.86,-98.94,28
24.06,19.00,34.24567,-0.94,0.18,-0.02,-64.54,-13.24,-7.39,19.49,63.86,-98.94,29
24.06,19.00,34.24567,-0.94,0.18,-0.02,-64.54,-13.24,-7.39,19.49,63.86,-98.94,30
24.06,19.00,34.24567,-0.94,0.18,-0.02,-64.54,-13.24,-7.39,19.49,63.86,-98.94,31
24.06,19.00,34.24567,-0.94,0.18,-0.02,-64.54,-13.24,-7.39,19.49,63.86,-98.94,32
24.06,19.00,34.24567,-0.94,0.18,-0.02,-64.54,-13.24,-7.39,19.49,63.86,-98.94,33
