ambientTemp,objectTemp,humidity,pressure,altitude,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,light,time
22.03,15.78,45.48394,989.01,1.588247,-1.22,0.12,0.06,-10.56,-4.99,-12.75,22.49,78.70,-78.55,30.98,1464792956
22.03,15.53,45.48394,989,1.676694,-0.65,-0.02,0.12,-75.35,-6.28,7.28,29.08,79.15,-72.85,50.36,1464792957
22.03,15.25,45.48394,988.97,1.941519,-0.74,0.32,0.08,-68.47,-16.65,-12.00,7.65,62.66,-129.97,106.16,1464792958
22.03,15.34,45.36187,988.99,1.764621,-1.46,0.19,0.52,-75.63,-13.80,-21.24,21.44,80.80,-111.38,13.67,1464792959
22.03,15.25,45.48394,988.97,1.941519,-0.70,0.15,-0.12,4.21,-6.46,0.01,-4.05,106.43,-88.29,448.64,1464792960
22.03,15.53,45.48394,989,1.676694,-0.91,0.06,0.27,-64.07,-30.63,10.68,3.60,105.53,-48.27,384.16,1464792961
22.03,15.69,45.48394,988.97,1.941519,-0.92,0.03,0.18,-69.02,-2.95,6.04,-13.19,93.54,-72.40,432.96,1464792962
22.03,15.53,45.48394,989.05,1.23551,-0.70,0.07,0.01,-27.46,-1.21,1.49,69.85,101.18,-28.78,48.34,1464792963
22.03,15.66,45.48394,988.99,1.764621,-0.67,-0.04,-0.27,-60.68,27.31,-5.21,26.83,70.45,-79.90,65.66,1464792964
22.03,15.44,45.36187,989,1.676694,0.69,-0.22,0.31,-21.82,-23.60,6.65,10.94,64.16,-121.87,80.14,1464792965
22.03,15.47,45.36187,989.02,1.499801,0.18,0.23,1.14,26.86,1.05,-10.76,50.37,102.23,-100.13,7.57,1464792966
22.03,15.47,45.36187,988.95,2.11738,0.24,0.30,0.93,1.98,-7.77,-4.21,-54.11,34.93,-105.38,7.57,1464792967
22.03,15.12,45.48394,988.96,2.029449,0.24,0.30,0.93,1.98,-7.77,-4.21,-54.11,34.93,-105.38,7.65,1464792968
22.03,15.06,45.36187,988.97,1.941519,0.24,0.30,0.93,1.98,-7.77,-4.21,-54.11,34.93,-105.38,7.73,1464792969
22.03,15.19,45.36187,988.97,1.941519,0.24,0.30,0.93,1.98,-7.77,-4.21,-54.11,34.93,-105.38,7.89,1464792970
