ambientTemp,objectTemp,humidity,pressure,altitude,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,light,time
21.91,15.34,45.33898,988.96,2.029449,-0.93,0.05,-0.00,0.65,-8.44,-2.31,23.08,80.35,-80.05,37.80,1464792566
21.91,15.53,45.33898,988.94,2.205832,-1.10,0.08,0.02,-54.82,-13.62,1.17,38.67,81.40,-67.01,45.40,1464792567
21.91,15.50,45.33898,988.95,2.11738,-1.01,0.20,0.28,-71.14,-10.55,4.51,6.15,62.21,-127.87,97.12,1464792568
21.91,15.56,45.33898,988.96,2.029449,-0.90,0.16,0.27,-58.21,2.22,0.01,45.57,113.18,-103.73,12.37,1464792569
21.91,15.44,45.33898,989.03,1.411356,-1.20,-0.01,-0.08,4.11,-22.55,-14.89,-6.00,107.33,-90.54,461.44,1464792570
21.91,15.53,45.33898,988.99,1.764621,-0.84,0.22,0.24,-59.65,-16.96,4.02,3.00,108.68,-54.86,385.12,1464792571
21.91,15.41,45.33898,989.01,1.588247,-1.14,-0.04,0.33,-55.40,-25.49,14.24,-5.55,91.59,-61.61,441.60,1464792572
21.91,15.56,45.33898,988.96,2.029449,-1.09,-0.12,0.14,-30.93,-15.43,7.74,69.10,104.03,-35.53,58.76,1464792573
21.91,15.47,45.33898,989,1.676694,-1.20,0.12,-0.06,-53.56,-4.41,-0.37,34.78,72.10,-73.45,71.44,1464792574
21.91,15.50,45.33898,988.96,2.029449,-0.60,-0.79,-0.72,-41.42,-65.04,-38.33,13.34,62.66,-120.07,74.56,1464792575
21.91,15.22,45.33898,988.97,1.941519,-0.60,-0.79,-0.72,-41.42,-65.04,-38.33,13.34,62.66,-120.07,8.78,1464792576
21.91,14.91,45.33898,988.97,1.941519,-0.60,-0.79,-0.72,-41.42,-65.04,-38.33,13.34,62.66,-120.07,8.62,1464792577
21.91,15.12,45.33898,988.97,1.941519,-0.60,-0.79,-0.72,-41.42,-65.04,-38.33,13.34,62.66,-120.07,9.59,1464792578
21.91,15.00,45.33898,988.97,1.941519,-0.60,-0.79,-0.72,-41.42,-65.04,-38.33,13.34,62.66,-120.07,9.67,1464792579
21.91,14.91,45.33898,988.96,2.029449,-0.60,-0.79,-0.72,-41.42,-65.04,-38.33,13.34,62.66,-120.07,9.90,1464792580
