ambientTemp,objectTemp,humidity,pressure,altitude,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,light,time
21.94,15.41,45.69757,989.02,1.499801,-1.30,-0.07,0.12,2.16,-10.72,1.88,25.33,80.50,-75.40,31.61,1464792675
21.94,15.44,45.69757,988.97,1.941519,-0.62,-0.05,-0.10,-61.45,-12.19,-1.81,26.08,80.05,-75.10,88.04,1464792676
21.94,15.31,45.69757,989,1.676694,-1.05,-0.12,0.19,-60.46,-6.19,9.79,8.99,65.06,-128.92,93.04,1464792677
21.94,15.50,45.69757,989.02,1.499801,-1.21,-0.06,0.16,-58.43,13.49,13.66,49.17,115.12,-95.94,14.33,1464792678
21.94,15.44,45.69757,989,1.676694,-1.13,0.08,0.10,-4.74,2.84,5.68,-4.95,103.28,-89.19,455.04,1464792679
21.94,15.53,45.69757,989.02,1.499801,-0.74,0.13,-0.04,-68.33,-5.27,11.57,6.30,106.43,-49.47,385.76,1464792680
21.94,15.50,45.69757,988.99,1.764621,-1.06,0.13,0.18,-67.39,-7.35,6.48,-5.25,89.34,-59.96,436.80,1464792681
21.94,15.28,45.69757,989.04,1.323433,-0.89,0.22,-0.00,-41.95,-10.02,9.49,67.61,102.08,-32.38,55.20,1464792682
21.94,15.34,45.72808,989,1.676694,-1.12,0.17,0.15,-57.25,4.02,-0.09,33.28,71.95,-77.05,87.84,1464792683
21.94,15.41,45.72808,989,1.676694,-0.84,-0.32,0.04,-32.84,-42.99,-2.26,12.89,62.96,-119.32,56.16,1464792684
21.94,15.56,45.72808,988.94,2.205832,0.28,0.10,1.03,-3.32,5.77,0.89,24.28,85.44,-118.57,7.41,1464792685
21.94,15.34,45.72808,989,1.676694,0.07,0.15,0.93,-0.96,-3.52,-2.71,-39.27,43.17,-117.37,7.49,1464792686
21.94,15.25,45.72808,989.02,1.499801,0.11,0.22,0.98,-0.40,-4.16,-0.92,-26.83,31.03,-119.17,7.49,1464792687
21.94,15.09,45.72808,988.97,1.941519,0.07,0.21,0.95,0.64,-4.23,-2.34,-27.73,32.23,-118.27,7.65,1464792688
21.94,15.31,45.72808,988.99,1.764621,0.07,0.25,0.99,-1.84,-1.16,-2.19,-27.13,32.38,-119.47,6.94,1464792689
