ambientTemp,objectTemp,humidity,pressure,altitude,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,light,time
22.31,15.97,45.02617,989,1.676694,-0.93,-0.06,0.08,2.33,1.33,-4.44,21.59,80.65,-77.65,56.04,1464793547
22.31,15.97,45.02617,989,1.676694,-1.00,0.37,0.13,-54.16,3.78,15.08,14.54,66.41,-105.08,13.43,1464793548
22.31,15.88,44.9041,989.02,1.499801,-0.93,0.00,0.17,-58.79,-2.96,5.54,-8.99,102.83,-169.24,20.90,1464793549
22.31,15.75,45.02617,989.03,1.411356,-1.34,-0.00,0.26,-7.87,-15.28,12.95,-2.55,77.50,-108.23,13.06,1464793550
22.31,16.03,45.02617,989.03,1.411356,-0.93,-0.04,0.15,-79.47,-3.01,-4.37,3.45,126.37,-72.85,39.48,1464793551
22.31,15.84,45.02617,989.02,1.499801,-1.21,0.16,0.28,-67.62,-20.04,-2.43,31.93,85.59,-34.78,240.16,1464793552
22.31,16.31,45.00328,988.99,1.764621,0.06,0.22,-0.42,-73.66,6.12,-14.96,37.03,117.82,-85.44,199.44,1464793553
22.31,15.84,45.02617,989,1.676694,-1.16,0.32,0.43,-5.28,11.46,17.79,20.09,79.45,-75.40,249.44,1464793554
22.31,15.84,44.88121,989.02,1.499801,-0.83,0.40,-0.02,-56.32,-10.54,16.81,21.59,64.61,-95.19,13.43,1464793555
22.31,15.97,45.02617,989.01,1.588247,-0.83,0.40,-0.02,-56.32,-10.54,16.81,21.59,64.61,-95.19,20.83,1464793556
22.31,15.69,45.02617,989.03,1.411356,0.22,0.30,0.91,-1.17,-3.11,-2.96,-58.16,44.52,-118.12,6.29,1464793557
22.31,15.81,44.9041,989.01,1.588247,0.17,0.34,0.89,-1.32,-5.34,-4.02,-59.06,45.12,-117.97,6.37,1464793558
22.31,15.88,45.02617,989,1.676694,0.19,0.33,0.90,-1.16,-3.74,-2.23,-59.06,45.12,-117.97,6.29,1464793559
22.31,16.00,45.02617,989,1.676694,0.21,0.29,0.98,-0.04,-3.30,-4.11,-59.21,44.52,-117.82,6.28,1464793560
