ambientTemp,objectTemp,humidity,pressure,altitude,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,light,time
22.03,15.28,44.52262,988.99,1.764621,-0.86,-0.00,0.04,7.98,-5.55,-19.46,18.14,82.45,-79.00,29.59,1464790816
22.03,15.47,44.40055,989.03,1.411356,-0.42,-0.02,-0.11,-75.48,6.09,-8.55,22.34,84.25,-75.25,29.53,1464790817
22.03,15.16,44.40055,989.04,1.323433,-1.07,0.03,0.03,-61.64,-25.18,-0.55,9.89,62.81,-129.07,109.92,1464790818
22.03,15.34,44.40055,989.09,0.8822661,-0.39,0.01,-0.19,-63.42,17.35,-9.17,53.52,98.34,-111.38,401.12,1464790819
22.03,15.59,44.52262,989.08,0.9701855,-1.00,0.04,0.16,-3.24,-15.88,-0.23,-3.15,105.53,-89.79,823.68,1464790820
22.03,15.16,44.52262,989.27,-0.7063729,-0.67,0.18,0.10,-70.92,-18.72,-3.24,7.20,102.68,-53.81,55.60,1464790821
22.03,15.44,44.52262,988.99,1.764621,-1.03,0.09,0.03,-66.30,-11.35,5.40,-21.74,99.24,-81.70,29.65,1464790822
22.03,15.34,44.52262,989.02,1.499801,-0.84,0.20,-0.11,-25.01,-15.96,3.86,79.45,100.13,-17.39,29.02,1464790823
22.03,15.44,44.52262,989.02,1.499801,-0.61,-0.44,-1.38,96.82,130.65,-9.67,26.98,73.90,-78.70,0.00,1464790824
22.03,15.31,44.52262,989.01,1.588247,-0.61,-0.44,-1.38,96.82,130.65,-9.67,26.98,73.90,-78.70,0.00,1464790825
22.03,15.16,44.52262,989.02,1.499801,-0.61,-0.44,-1.38,96.82,130.65,-9.67,26.98,73.90,-78.70,0.00,1464790826
22.03,14.88,44.52262,989.02,1.499801,-0.61,-0.44,-1.38,96.82,130.65,-9.67,26.98,73.90,-78.70,0.00,1464790827
22.03,15.06,44.52262,989.02,1.499801,-0.61,-0.44,-1.38,96.82,130.65,-9.67,26.98,73.90,-78.70,0.00,1464790828
