ambientTemp,objectTemp,humidity,pressure,altitude,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,light,time
22.28,15.34,43.79782,989.09,0.8822661,-1.11,-0.11,0.22,-68.57,-3.32,2.10,29.53,84.25,-68.36,41.80,1464790352
22.28,15.41,43.79782,989.09,0.8822661,-1.16,0.24,0.13,-62.62,-16.75,2.10,8.09,65.66,-135.96,41.80,1464790353
22.28,15.62,43.79782,989.05,1.23551,-0.66,-0.11,0.23,-68.66,-9.82,35.45,52.47,86.19,-118.27,45.24,1464790354
22.28,15.59,43.79782,989.09,0.8822661,-1.60,0.10,-0.03,5.07,-11.99,2.91,1.20,109.73,-88.14,32.61,1464790355
22.28,15.69,43.79782,989.04,1.323433,-1.24,0.16,0.11,-67.29,-16.07,15.23,7.20,106.58,-47.97,21.44,1464790356
22.28,15.56,43.79782,989.12,0.6174729,-1.17,0.14,0.16,-70.30,-10.84,8.36,-30.28,105.98,-116.02,22.66,1464790357
22.28,15.41,43.79782,989.1,0.7943476,-0.45,0.00,0.15,-4.41,-5.40,-14.53,63.71,100.58,-19.94,26.35,1464790358
22.28,15.53,43.79782,989.02,1.499801,-0.62,-0.43,-0.20,126.87,-255.00,26.97,25.33,75.10,-80.20,26.35,1464790359
22.28,15.56,43.79782,989.04,1.323433,-0.62,-0.43,-0.20,126.87,-255.00,26.97,25.33,75.10,-80.20,0.00,1464790360
22.28,14.91,43.79782,989.11,0.7059098,-0.62,-0.43,-0.20,126.87,-255.00,26.97,25.33,75.10,-80.20,0.00,1464790361
22.28,15.22,43.67574,989.05,1.23551,-0.62,-0.43,-0.20,126.87,-255.00,26.97,25.33,75.10,-80.20,0.00,1464790362
