ambientTemp,objectTemp,humidity,pressure,altitude,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,light,time
22.06,15.34,44.52262,988.96,2.029449,-0.91,0.12,0.06,-3.40,1.90,3.03,35.23,88.89,-67.61,29.03,1464790957
22.06,15.34,44.52262,989.01,1.588247,-0.98,0.09,-0.04,-64.05,-3.20,8.79,27.88,63.26,-91.89,30.15,1464790958
22.06,15.50,44.52262,989.07,1.058626,-0.94,0.06,0.03,-67.47,4.49,4.54,-16.64,105.53,-178.98,24.64,1464790959
22.09,15.69,44.52262,989.13,0.529557,-1.02,0.19,-0.03,-16.63,-3.23,-1.49,3.30,74.05,-103.88,225.92,1464790960
22.09,15.28,44.52262,989.1,0.7943476,-0.49,-0.23,0.22,-72.83,-2.92,15.78,5.85,121.57,-73.30,588.48,1464790961
22.09,15.94,44.52262,989.12,0.6174729,-1.14,0.38,0.29,-64.39,-19.93,2.37,34.33,84.69,-36.28,896.32,1464790962
22.09,15.41,44.52262,989.07,1.058626,-0.71,0.17,0.13,-63.59,6.93,-16.26,34.33,125.47,-94.59,29.06,1464790963
22.09,15.59,44.52262,989.03,1.411356,-0.61,-0.17,0.22,9.08,-19.42,-15.72,21.89,79.45,-73.00,31.04,1464790964
22.09,15.78,44.52262,989.05,1.23551,0.04,0.10,-0.96,-0.71,-4.50,-4.73,23.98,66.86,-89.79,1.77,1464790965
22.09,15.38,44.52262,989.05,1.23551,0.04,0.10,-0.96,-0.71,-4.50,-4.73,23.98,66.86,-89.79,0.00,1464790966
22.09,15.28,44.52262,989.03,1.411356,0.04,0.10,-0.96,-0.71,-4.50,-4.73,23.98,66.86,-89.79,0.00,1464790967
22.09,15.06,44.52262,989.03,1.411356,0.04,0.10,-0.96,-0.71,-4.50,-4.73,23.98,66.86,-89.79,0.00,1464790968
22.09,15.00,44.52262,989.05,1.23551,0.04,0.10,-0.96,-0.71,-4.50,-4.73,23.98,66.86,-89.79,0.00,1464790969
