ambientTemp,objectTemp,humidity,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,iteration
24.09,17.38,42.59235,-0.96,0.02,-0.00,1.60,-8.36,-3.60,29.68,82.60,-79.45,1
24.09,17.38,42.59235,-0.92,0.01,0.02,-0.79,-6.58,-3.24,31.03,81.85,-78.85,2
24.09,17.38,42.59235,-0.92,0.01,0.02,-0.79,-6.58,-3.24,31.03,81.85,-78.85,3
24.09,17.38,42.59235,-0.92,0.01,0.02,-0.79,-6.58,-3.24,31.03,81.85,-78.85,4
24.12,14.59,42.59235,-0.92,0.01,0.02,-0.79,-6.58,-3.24,31.03,81.85,-78.85,5
24.12,14.59,42.59235,-0.92,0.01,0.02,-0.79,-6.58,-3.24,31.03,81.85,-78.85,6
24.12,14.59,42.59235,-0.92,0.01,0.02,-0.79,-6.58,-3.24,31.03,81.85,-78.85,7
24.12,14.59,42.59235,-0.86,-0.02,-0.02,4.17,-14.47,-8.11,40.02,81.55,-71.20,8
24.12,14.59,42.59235,-0.86,-0.02,-0.02,4.17,-14.47,-8.11,40.02,81.55,-71.20,9
24.12,14.59,42.59235,-0.86,-0.02,-0.02,4.17,-14.47,-8.11,40.02,81.55,-71.20,10
24.12,14.59,42.59235,-0.86,-0.02,-0.02,4.17,-14.47,-8.11,40.02,81.55,-71.20,11
24.12,14.59,42.59235,-0.86,-0.02,-0.02,4.17,-14.47,-8.11,40.02,81.55,-71.20,12
24.12,14.59,42.59235,-0.86,-0.02,-0.02,4.17,-14.47,-8.11,40.02,81.55,-71.20,13
24.12,19.06,42.59235,-0.86,-0.02,-0.02,4.17,-14.47,-8.11,40.02,81.55,-71.20,14
24.12,19.06,42.59235,-0.86,-0.02,-0.02,4.17,-14.47,-8.11,40.02,81.55,-71.20,15
24.12,19.06,42.59235,-0.86,-0.02,-0.02,4.17,-14.47,-8.11,40.02,81.55,-71.20,16
24.12,19.06,42.59235,-0.86,-0.02,-0.02,4.17,-14.47,-8.11,40.02,81.55,-71.20,17
24.12,19.06,42.59235,-1.18,-0.11,0.01,-57.10,-30.34,-3.53,22.79,62.36,-95.19,18
24.12,19.06,42.59235,-1.18,-0.11,0.01,-57.10,-30.34,-3.53,22.79,62.36,-95.19,19
24.12,19.06,42.59235,-1.18,-0.11,0.01,-57.10,-30.34,-3.53,22.79,62.36,-95.19,20
24.12,19.06,42.59235,-1.18,-0.11,0.01,-57.10,-30.34,-3.53,22.79,62.36,-95.19,21
24.12,19.06,42.59235,-1.18,-0.11,0.01,-57.10,-30.34,-3.53,22.79,62.36,-95.19,22
24.12,19.06,42.59235,-1.18,-0.11,0.01,-57.10,-30.34,-3.53,22.79,62.36,-95.19,23
24.12,19.06,42.59235,-1.18,-0.11,0.01,-57.10,-30.34,-3.53,22.79,62.36,-95.19,24
24.12,18.22,42.59235,-1.18,-0.11,0.01,-57.10,-30.34,-3.53,22.79,62.36,-95.19,25
24.12,18.22,42.59235,-1.18,-0.11,0.01,-57.10,-30.34,-3.53,22.79,62.36,-95.19,26
24.12,18.22,42.59235,-1.18,-0.11,0.01,-57.10,-30.34,-3.53,22.79,62.36,-95.19,27
24.12,18.22,42.59235,-1.18,-0.11,0.01,-57.10,-30.34,-3.53,22.79,62.36,-95.19,28
24.12,18.22,42.59235,-0.91,-0.06,-0.04,-52.75,-6.82,-1.95,-21.59,82.30,-181.08,29
24.12,18.22,42.59235,-0.91,-0.06,-0.04,-52.75,-6.82,-1.95,-21.59,82.30,-181.08,30
24.12,18.22,42.59235,-0.91,-0.06,-0.04,-52.75,-6.82,-1.95,-21.59,82.30,-181.08,31
24.12,18.22,42.59235,-0.91,-0.06,-0.04,-52.75,-6.82,-1.95,-21.59,82.30,-181.08,32
24.12,18.22,42.59235,-0.91,-0.06,-0.04,-52.75,-6.82,-1.95,-21.59,82.30,-181.08,33
24.12,18.22,42.59235,-0.91,-0.06,-0.04,-52.75,-6.82,-1.95,-21.59,82.30,-181.08,34
24.12,17.97,42.59235,-0.91,-0.06,-0.04,-52.75,-6.82,-1.95,-21.59,82.30,-181.08,35
24.12,17.97,42.59235,-0.91,-0.06,-0.04,-52.75,-6.82,-1.95,-21.59,82.30,-181.08,36
24.12,17.97,42.59235,-0.91,-0.06,-0.04,-52.75,-6.82,-1.95,-21.59,82.30,-181.08,37
24.12,17.97,42.59235,-0.88,0.08,-0.18,-47.61,-9.14,-4.30,39.27,83.05,-123.82,38
24.12,17.97,42.59235,-0.88,0.08,-0.18,-47.61,-9.14,-4.30,39.27,83.05,-123.82,39
24.12,17.97,42.59235,-0.88,0.08,-0.18,-47.61,-9.14,-4.30,39.27,83.05,-123.82,40
24.12,17.97,42.59235,-0.88,0.08,-0.18,-47.61,-9.14,-4.30,39.27,83.05,-123.82,41
24.12,17.97,42.59235,-0.88,0.08,-0.18,-47.61,-9.14,-4.30,39.27,83.05,-123.82,42
24.12,17.97,42.59235,-0.88,0.08,-0.18,-47.61,-9.14,-4.30,39.27,83.05,-123.82,43
24.12,17.97,42.59235,-0.88,0.08,-0.18,-47.61,-9.14,-4.30,39.27,83.05,-123.82,44
24.12,17.78,42.59235,-0.88,0.08,-0.18,-47.61,-9.14,-4.30,39.27,83.05,-123.82,45
24.12,17.78,42.59235,-0.88,0.08,-0.18,-47.61,-9.14,-4.30,39.27,83.05,-123.82,46
24.12,17.78,42.59235,-0.88,0.08,-0.18,-47.61,-9.14,-4.30,39.27,83.05,-123.82,47
24.12,17.78,42.59235,-1.59,0.05,-0.23,-11.32,2.19,-0.99,14.84,112.73,-81.10,48
24.12,17.78,42.59235,-1.59,0.05,-0.23,-11.32,2.19,-0.99,14.84,112.73,-81.10,49
24.12,17.78,42.59235,-1.59,0.05,-0.23,-11.32,2.19,-0.99,14.84,112.73,-81.10,50
24.12,17.78,42.59235,-1.59,0.05,-0.23,-11.32,2.19,-0.99,14.84,112.73,-81.10,51
24.12,17.78,42.59235,-1.59,0.05,-0.23,-11.32,2.19,-0.99,14.84,112.73,-81.10,52
24.12,17.78,42.59235,-1.59,0.05,-0.23,-11.32,2.19,-0.99,14.84,112.73,-81.10,53
24.12,17.78,42.59235,-1.59,0.05,-0.23,-11.32,2.19,-0.99,14.84,112.73,-81.10,54
24.12,17.81,42.59235,-1.59,0.05,-0.23,-11.32,2.19,-0.99,14.84,112.73,-81.10,55
24.12,17.81,42.59235,-1.59,0.05,-0.23,-11.32,2.19,-0.99,14.84,112.73,-81.10,56
24.12,17.81,42.59235,-1.59,0.05,-0.23,-11.32,2.19,-0.99,14.84,112.73,-81.10,57
24.12,17.81,42.59235,-1.59,0.05,-0.23,-11.32,2.19,-0.99,14.84,112.73,-81.10,58
24.12,17.81,42.59235,-0.88,0.10,0.14,-69.52,-5.05,3.06,20.24,114.53,-58.01,59
24.12,17.81,42.59235,-0.88,0.10,0.14,-69.52,-5.05,3.06,20.24,114.53,-58.01,60
24.12,17.81,42.59235,-0.88,0.10,0.14,-69.52,-5.05,3.06,20.24,114.53,-58.01,61
24.12,17.81,42.59235,-0.88,0.10,0.14,-69.52,-5.05,3.06,20.24,114.53,-58.01,62
24.12,17.81,42.59235,-0.88,0.10,0.14,-69.52,-5.05,3.06,20.24,114.53,-58.01,63
24.12,17.81,42.59235,-0.88,0.10,0.14,-69.52,-5.05,3.06,20.24,114.53,-58.01,64
24.12,17.66,42.59235,-0.88,0.10,0.14,-69.52,-5.05,3.06,20.24,114.53,-58.01,65
24.12,17.66,42.59235,-0.88,0.10,0.14,-69.52,-5.05,3.06,20.24,114.53,-58.01,66
24.12,17.66,42.59235,-0.88,0.10,0.14,-69.52,-5.05,3.06,20.24,114.53,-58.01,67
24.12,17.66,42.59235,-0.93,0.12,-0.12,-59.60,-40.50,0.05,45.27,87.54,-38.97,68
24.12,17.66,42.59235,-0.93,0.12,-0.12,-59.60,-40.50,0.05,45.27,87.54,-38.97,69
24.12,17.66,42.59235,-0.93,0.12,-0.12,-59.60,-40.50,0.05,45.27,87.54,-38.97,70
24.12,17.66,42.59235,-0.93,0.12,-0.12,-59.60,-40.50,0.05,45.27,87.54,-38.97,71
24.12,17.66,42.59235,-0.93,0.12,-0.12,-59.60,-40.50,0.05,45.27,87.54,-38.97,72
24.12,17.66,42.59235,-0.93,0.12,-0.12,-59.60,-40.50,0.05,45.27,87.54,-38.97,73
24.12,17.66,42.59235,-0.93,0.12,-0.12,-59.60,-40.50,0.05,45.27,87.54,-38.97,74
24.12,17.62,42.59235,-0.93,0.12,-0.12,-59.60,-40.50,0.05,45.27,87.54,-38.97,75
24.12,17.62,42.59235,-0.93,0.12,-0.12,-59.60,-40.50,0.05,45.27,87.54,-38.97,76
24.12,17.62,42.59235,-0.93,0.12,-0.12,-59.60,-40.50,0.05,45.27,87.54,-38.97,77
24.12,17.62,42.59235,-1.20,-0.01,0.01,-51.64,-22.59,-1.14,22.19,124.12,-116.62,78
24.12,17.62,42.59235,-1.20,-0.01,0.01,-51.64,-22.59,-1.14,22.19,124.12,-116.62,79
24.12,17.62,42.59235,-1.20,-0.01,0.01,-51.64,-22.59,-1.14,22.19,124.12,-116.62,80
24.12,17.62,42.59235,-1.20,-0.01,0.01,-51.64,-22.59,-1.14,22.19,124.12,-116.62,81
