ambientTemp,objectTemp,humidity,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,iteration
24.25,18.09,40.07462,-0.94,0.02,0.08,0.15,-8.04,-4.59,31.78,92.19,-73.75,1
24.25,18.09,40.07462,-0.94,0.02,0.08,0.15,-8.04,-4.59,31.78,92.19,-73.75,2
24.25,18.09,40.07462,-0.94,0.02,0.08,0.15,-8.04,-4.59,31.78,92.19,-73.75,3
24.25,18.09,40.07462,-0.94,0.02,0.08,0.15,-8.04,-4.59,31.78,92.19,-73.75,4
24.25,18.09,40.07462,-0.88,-0.00,0.01,2.44,-9.14,-5.53,30.73,91.59,-72.70,5
24.25,18.09,40.05173,-0.88,-0.00,0.01,2.44,-9.14,-5.53,30.73,91.59,-72.70,6
24.25,18.09,40.05173,-0.88,-0.00,0.01,2.44,-9.14,-5.53,30.73,91.59,-72.70,7
24.25,18.09,40.05173,-0.88,-0.00,0.01,2.44,-9.14,-5.53,30.73,91.59,-72.70,8
24.25,18.09,40.05173,-0.96,-0.27,0.01,7.76,-5.14,-6.05,37.18,93.69,-71.95,9
24.25,18.09,40.05173,-0.96,-0.27,0.01,7.76,-5.14,-6.05,37.18,93.69,-71.95,10
24.25,18.09,40.05173,-0.96,-0.27,0.01,7.76,-5.14,-6.05,37.18,93.69,-71.95,11
24.25,18.09,40.05173,-0.96,-0.27,0.01,7.76,-5.14,-6.05,37.18,93.69,-71.95,12
24.25,18.09,40.05173,-0.96,-0.27,0.01,7.76,-5.14,-6.05,37.18,93.69,-71.95,13
24.25,18.09,40.05173,-0.96,-0.27,0.01,7.76,-5.14,-6.05,37.18,93.69,-71.95,14
24.25,22.62,40.05173,-0.96,-0.27,0.01,7.76,-5.14,-6.05,37.18,93.69,-71.95,15
24.25,22.62,40.07462,-0.96,-0.27,0.01,7.76,-5.14,-6.05,37.18,93.69,-71.95,16
24.25,22.62,40.07462,-0.96,-0.27,0.01,7.76,-5.14,-6.05,37.18,93.69,-71.95,17
24.25,22.62,40.07462,-0.90,-0.02,0.07,-64.01,-6.76,-1.38,53.22,70.15,-67.16,18
24.25,22.62,40.07462,-0.90,-0.02,0.07,-64.01,-6.76,-1.38,53.22,70.15,-67.16,19
24.25,22.62,40.07462,-0.90,-0.02,0.07,-64.01,-6.76,-1.38,53.22,70.15,-67.16,20
24.25,22.62,40.07462,-0.90,-0.02,0.07,-64.01,-6.76,-1.38,53.22,70.15,-67.16,21
24.25,22.62,40.07462,-0.90,-0.02,0.07,-64.01,-6.76,-1.38,53.22,70.15,-67.16,22
24.25,22.62,40.07462,-0.90,-0.02,0.07,-64.01,-6.76,-1.38,53.22,70.15,-67.16,23
24.25,22.62,40.07462,-0.90,-0.02,0.07,-64.01,-6.76,-1.38,53.22,70.15,-67.16,24
24.25,18.66,40.07462,-0.90,-0.02,0.07,-64.01,-6.76,-1.38,53.22,70.15,-67.16,25
24.25,18.66,40.07462,-0.90,-0.02,0.07,-64.01,-6.76,-1.38,53.22,70.15,-67.16,26
24.25,18.66,40.07462,-0.90,-0.02,0.07,-64.01,-6.76,-1.38,53.22,70.15,-67.16,27
24.25,18.66,40.07462,-0.90,-0.02,0.07,-64.01,-6.76,-1.38,53.22,70.15,-67.16,28
24.25,18.66,40.07462,-1.49,-0.07,0.08,-63.11,-14.61,2.34,3.60,69.10,-147.05,29
24.25,18.66,40.07462,-1.49,-0.07,0.08,-63.11,-14.61,2.34,3.60,69.10,-147.05,30
24.25,18.66,40.07462,-1.49,-0.07,0.08,-63.11,-14.61,2.34,3.60,69.10,-147.05,31
24.25,18.66,40.07462,-1.49,-0.07,0.08,-63.11,-14.61,2.34,3.60,69.10,-147.05,32
24.25,18.66,40.07462,-1.49,-0.07,0.08,-63.11,-14.61,2.34,3.60,69.10,-147.05,33
24.25,18.66,40.07462,-1.49,-0.07,0.08,-63.11,-14.61,2.34,3.60,69.10,-147.05,34
24.25,18.25,40.07462,-1.49,-0.07,0.08,-63.11,-14.61,2.34,3.60,69.10,-147.05,35
24.25,18.25,40.07462,-1.49,-0.07,0.08,-63.11,-14.61,2.34,3.60,69.10,-147.05,36
