ambientTemp,objectTemp,humidity,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,TimeStamp,DERAIL
22.28,15.38,45.85015,-0.94,0.02,-0.07,-1.74,-5.32,-4.19,30.43,73.30,-93.54,1466606966.444664,0
22.28,15.38,45.85015,-0.94,0.02,-0.07,-1.74,-5.32,-4.19,30.43,73.30,-93.54,1466606966.619152,0
22.28,15.38,45.85015,-0.94,0.02,-0.07,-1.74,-5.32,-4.19,30.43,73.30,-93.54,1466606966.744758,0
22.28,15.38,45.85015,-0.94,0.02,-0.07,-1.74,-5.32,-4.19,30.43,73.30,-93.54,1466606967.044693,0
22.28,15.38,45.85015,-0.94,0.02,-0.07,-1.74,-5.32,-4.19,30.43,73.30,-93.54,1466606967.205198,0
22.28,15.12,45.85015,-0.94,0.02,-0.07,-1.74,-5.32,-4.19,30.43,73.30,-93.54,1466606967.355476,0
22.28,15.12,45.85015,-0.94,0.02,-0.07,-1.74,-5.32,-4.19,30.43,73.30,-93.54,1466606967.595558,0
22.28,15.12,45.85015,-0.91,-0.07,-0.15,-17.45,-9.15,-2.09,31.48,73.75,-90.54,1466606967.896553,0
22.28,15.12,45.85015,-0.91,-0.07,-0.15,-17.45,-9.15,-2.09,31.48,73.75,-90.54,1466606967.966167,0
22.28,15.12,45.85015,-0.91,-0.07,-0.15,-17.45,-9.15,-2.09,31.48,73.75,-90.54,1466606968.206632,0
22.28,15.84,45.85015,-0.91,-0.07,-0.15,-17.45,-9.15,-2.09,31.48,73.75,-90.54,1466606968.356576,0
22.28,15.84,45.85015,-0.91,-0.07,-0.15,-17.45,-9.15,-2.09,31.48,73.75,-90.54,1466606968.546763,0
22.28,15.84,45.85015,-0.61,-0.10,-0.14,-8.99,7.95,-4.26,30.43,69.70,-88.74,1466606968.925526,0
22.28,15.84,45.85015,-0.61,-0.10,-0.14,-8.99,7.95,-4.26,30.43,69.70,-88.74,1466606968.997246,0
22.28,15.84,45.85015,-0.61,-0.10,-0.14,-8.99,7.95,-4.26,30.43,69.70,-88.74,1466606969.227231,0
22.28,15.88,45.85015,-0.61,-0.10,-0.14,-8.99,7.95,-4.26,30.43,69.70,-88.74,1466606969.537412,0
22.28,15.88,45.85015,-0.61,-0.10,-0.14,-8.99,7.95,-4.26,30.43,69.70,-88.74,1466606969.607472,0
22.28,15.88,45.85015,-0.61,-0.10,-0.14,-8.99,7.95,-4.26,30.43,69.70,-88.74,1466606969.747408,0
22.28,15.88,45.85015,-1.03,0.05,-0.01,-95.61,0.04,-2.10,14.39,50.52,-113.18,1466606970.019325,0
22.28,15.88,45.85015,-1.03,0.05,-0.01,-95.61,0.04,-2.10,14.39,50.52,-113.18,1466606970.207419,0
22.28,16.06,45.85015,-1.03,0.05,-0.01,-95.61,0.04,-2.10,14.39,50.52,-113.18,1466606970.45739,0
22.28,16.06,45.85015,-1.03,0.05,-0.01,-95.61,0.04,-2.10,14.39,50.52,-113.18,1466606970.597414,0
22.28,16.06,45.85015,-0.82,-0.01,-0.01,-83.23,-17.24,-6.95,33.28,108.38,-136.41,1466606970.867411,0
22.28,16.06,45.85015,-0.82,-0.01,-0.01,-83.23,-17.24,-6.95,33.28,108.38,-136.41,1466606971.067414,0
