ambientTemp,objectTemp,humidity,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,TimeStamp,DERAIL
22.31,15.41,45.36187,-0.96,0.06,-0.06,0.75,-5.07,-3.70,11.69,121.72,-61.16,1466607155.224662,0
22.31,15.41,45.36187,-0.96,0.06,-0.06,0.75,-5.07,-3.70,11.69,121.72,-61.16,1466607155.507477,0
22.31,15.41,45.36187,-0.96,0.06,-0.06,0.75,-5.07,-3.70,11.69,121.72,-61.16,1466607155.574711,0
22.31,15.41,45.36187,-0.96,0.06,-0.06,0.75,-5.07,-3.70,11.69,121.72,-61.16,1466607155.91436,0
22.31,15.41,45.36187,-0.96,0.06,-0.06,0.75,-5.07,-3.70,11.69,121.72,-61.16,1466607155.994528,0
22.31,15.62,45.36187,-0.96,0.06,-0.06,0.75,-5.07,-3.70,11.69,121.72,-61.16,1466607156.2446,0
22.31,15.62,45.36187,-0.96,0.06,-0.06,0.75,-5.07,-3.70,11.69,121.72,-61.16,1466607156.364599,0
22.31,15.62,45.36187,-0.96,0.06,-0.06,0.75,-5.07,-3.70,11.69,121.72,-61.16,1466607156.624591,0
22.31,15.62,45.36187,-0.96,0.06,-0.06,0.75,-5.07,-3.70,11.69,121.72,-61.16,1466607156.934649,0
22.31,15.62,45.36187,-0.96,0.06,-0.06,0.75,-5.07,-3.70,11.69,121.72,-61.16,1466607157.005137,0
22.31,15.59,45.36187,-0.96,0.06,-0.06,0.75,-5.07,-3.70,11.69,121.72,-61.16,1466607157.224641,0
22.31,15.59,45.36187,-0.96,0.06,-0.06,0.75,-5.07,-3.70,11.69,121.72,-61.16,1466607157.354645,0
22.31,15.59,45.36187,-0.95,0.02,-0.06,-0.33,-4.71,-3.32,11.54,121.57,-61.61,1466607157.594632,0
22.31,15.59,45.36187,-0.86,0.08,-0.07,21.38,-5.58,1.67,22.94,131.91,-76.15,1466607157.824593,0
22.31,15.59,45.36187,-0.86,0.08,-0.07,21.38,-5.58,1.67,22.94,131.91,-76.15,1466607157.954587,0
22.31,15.97,45.36187,-0.86,0.08,-0.07,21.38,-5.58,1.67,22.94,131.91,-76.15,1466607158.264601,0
22.31,15.97,45.36187,-0.86,0.08,-0.07,21.38,-5.58,1.67,22.94,131.91,-76.15,1466607158.355129,0
22.31,15.97,45.36187,-0.86,0.08,-0.07,21.38,-5.58,1.67,22.94,131.91,-76.15,1466607158.67454,0
22.31,15.97,45.36187,-0.86,0.08,-0.07,21.38,-5.58,1.67,22.94,131.91,-76.15,1466607158.754695,0
22.31,15.97,45.36187,-0.86,0.05,0.01,68.31,17.25,-10.00,12.89,130.42,-92.94,1466607159.054568,0
22.31,15.91,45.36187,-0.86,0.05,0.01,68.31,17.25,-10.00,12.89,130.42,-92.94,1466607159.224601,0
22.31,15.91,45.36187,-0.86,0.05,0.01,68.31,17.25,-10.00,12.89,130.42,-92.94,1466607159.394997,0
22.31,15.91,45.36187,-0.86,0.05,0.01,68.31,17.25,-10.00,12.89,130.42,-92.94,1466607159.707725,0
22.31,15.91,45.36187,-1.79,-0.32,0.04,50.96,3.04,9.23,-3.15,77.95,-100.43,1466607159.834598,0
22.31,15.91,45.36187,-1.79,-0.32,0.04,50.96,3.04,9.23,-3.15,77.95,-100.43,1466607160.114454,0
22.31,15.91,45.36187,-1.79,-0.32,0.04,50.96,3.04,9.23,-3.15,77.95,-100.43,1466607160.214485,0
22.31,15.81,45.36187,-1.79,-0.32,0.04,50.96,3.04,9.23,-3.15,77.95,-100.43,1466607160.524954,0
22.31,15.81,45.36187,-1.79,-0.32,0.04,50.96,3.04,9.23,-3.15,77.95,-100.43,1466607160.584954,0
22.31,15.81,45.36187,-0.85,0.14,-0.11,5.07,-0.51,-1.88,-19.34,90.24,-183.63,1466607160.927412,0
22.31,15.81,45.36187,-0.85,0.14,-0.11,5.07,-0.51,-1.88,-19.34,90.24,-183.63,1466607160.997372,0
22.31,16.19,45.36187,-0.85,0.14,-0.11,5.07,-0.51,-1.88,-19.34,90.24,-183.63,1466607161.227409,0
22.31,16.19,45.36187,-0.85,0.14,-0.11,5.07,-0.51,-1.88,-19.34,90.24,-183.63,1466607161.377409,0
22.31,16.19,45.36187,-0.85,0.14,-0.11,5.07,-0.51,-1.88,-19.34,90.24,-183.63,1466607161.647406,0
22.31,16.19,45.36187,-0.85,0.14,-0.11,5.07,-0.51,-1.88,-19.34,90.24,-183.63,1466607161.777439,0
22.31,16.19,45.36187,-1.12,0.08,-0.22,61.23,19.64,-8.23,20.24,33.88,-109.88,1466607162.047398,0
22.31,16.00,45.36187,-1.12,0.08,-0.22,61.23,19.64,-8.23,20.24,33.88,-109.88,1466607162.197576,0
22.31,16.00,45.36187,-1.12,0.08,-0.22,61.23,19.64,-8.23,20.24,33.88,-109.88,1466607162.354647,0
22.31,16.00,45.36187,-1.12,0.08,-0.22,61.23,19.64,-8.23,20.24,33.88,-109.88,1466607162.674645,0
22.31,16.00,45.36187,-1.12,0.08,-0.22,61.23,19.64,-8.23,20.24,33.88,-109.88,1466607162.754662,0
22.31,16.00,45.36187,-0.83,0.02,-0.06,47.49,17.91,-2.72,25.93,58.16,-99.98,1466607163.004601,0
