ambientTemp,objectTemp,humidity,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,TimeStamp,DERAIL
21.84,14.41,47.26925,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604512.73735,0
21.84,14.41,47.26925,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604512.937546,0
21.84,14.22,47.26925,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604513.137797,0
21.84,14.22,47.26925,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604513.348055,0
21.84,14.22,47.26925,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604513.548324,0
21.84,14.22,47.26925,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604513.754604,0
21.84,14.22,47.26925,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604513.904488,0
21.84,14.47,47.26925,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604514.164632,0
21.84,14.47,47.26925,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604514.304487,0
21.84,14.47,47.26925,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604514.574667,0
21.84,14.47,47.26925,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604514.707237,0
21.84,14.47,47.26925,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604514.987408,0
21.84,14.38,47.26925,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604515.107236,0
21.84,14.38,47.26925,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604515.307239,0
21.84,14.38,47.26925,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604515.507238,0
21.84,14.38,47.26925,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604515.807235,0
21.84,14.38,47.26925,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604515.907238,0
21.84,14.28,47.14717,-0.99,-0.04,-0.17,3.48,-10.13,-4.16,27.28,71.35,-85.44,1466604516.217403,0
21.84,14.28,47.14717,-0.92,0.06,-0.20,1.21,-6.21,-2.14,28.18,71.95,-85.29,1466604516.308823,0
21.84,14.28,47.14717,-0.92,0.06,-0.20,1.21,-6.21,-2.14,28.18,71.95,-85.29,1466604516.527431,0
21.84,14.28,47.14717,-0.92,0.06,-0.20,1.21,-6.21,-2.14,28.18,71.95,-85.29,1466604516.727409,0
21.84,14.28,47.14717,-0.99,-0.07,0.10,5.28,-2.43,-2.75,23.83,68.21,-89.34,1466604516.930085,0
21.84,14.72,47.14717,-0.99,-0.07,0.10,5.28,-2.43,-2.75,23.83,68.21,-89.34,1466604517.134752,0
21.84,14.72,47.14717,-0.99,-0.07,0.10,5.28,-2.43,-2.75,23.83,68.21,-89.34,1466604517.344599,0
21.84,14.72,47.14717,-0.99,-0.07,0.10,5.28,-2.43,-2.75,23.83,68.21,-89.34,1466604517.544628,0
21.84,14.72,47.14717,-0.99,-0.07,0.10,5.28,-2.43,-2.75,23.83,68.21,-89.34,1466604517.75467,0
21.84,14.72,47.14717,-0.95,0.11,-0.02,18.04,-7.74,-3.32,41.52,55.31,-91.29,1466604517.96455,0
21.84,14.78,47.14717,-0.95,0.11,-0.02,18.04,-7.74,-3.32,41.52,55.31,-91.29,1466604518.124646,0
21.84,14.78,47.14717,-0.95,0.11,-0.02,18.04,-7.74,-3.32,41.52,55.31,-91.29,1466604518.364644,0
21.84,14.78,47.14717,-0.95,0.11,-0.02,18.04,-7.74,-3.32,41.52,55.31,-91.29,1466604518.574551,0
21.84,14.78,47.14717,-0.95,0.11,-0.02,18.04,-7.74,-3.32,41.52,55.31,-91.29,1466604518.712723,0
21.84,14.78,47.14717,-0.92,0.07,0.01,-0.74,-6.30,-2.80,27.73,65.36,-97.59,1466604518.912806,0
21.84,14.69,47.14717,-0.92,0.07,0.01,-0.74,-6.30,-2.80,27.73,65.36,-97.59,1466604519.11453,0
21.84,14.69,47.14717,-0.92,0.07,0.01,-0.74,-6.30,-2.80,27.73,65.36,-97.59,1466604519.312951,0
21.84,14.69,47.14717,-0.92,0.07,0.01,-0.74,-6.30,-2.80,27.73,65.36,-97.59,1466604519.594664,0
21.84,14.69,47.14717,-0.92,0.07,0.01,-0.74,-6.30,-2.80,27.73,65.36,-97.59,1466604519.714113,0
21.84,14.69,47.14717,-0.87,0.09,0.02,-1.17,-6.24,-4.88,26.23,64.61,-99.98,1466604519.914756,0
21.84,14.69,47.14717,-0.87,0.09,0.02,-1.17,-6.24,-4.88,26.23,64.61,-99.98,1466604520.116384,0
21.84,14.62,47.14717,-0.87,0.09,0.02,-1.17,-6.24,-4.88,26.23,64.61,-99.98,1466604520.317196,0
21.84,14.62,47.14717,-0.87,0.09,0.02,-1.17,-6.24,-4.88,26.23,64.61,-99.98,1466604520.513753,0
21.84,14.62,47.14717,-0.87,0.09,0.02,-1.17,-6.24,-4.88,26.23,64.61,-99.98,1466604520.714574,0
21.84,14.62,47.14717,-0.96,-0.00,-0.08,-37.57,-7.31,-2.48,26.38,64.01,-99.09,1466604520.927406,0
21.84,14.97,47.14717,-0.96,-0.00,-0.08,-37.57,-7.31,-2.48,26.38,64.01,-99.09,1466604521.237348,0
21.84,14.97,47.14717,-0.96,-0.00,-0.08,-37.57,-7.31,-2.48,26.38,64.01,-99.09,1466604521.316907,0
21.84,14.97,47.14717,-0.96,-0.00,-0.08,-37.57,-7.31,-2.48,26.38,64.01,-99.09,1466604521.544541,0
21.84,14.97,47.14717,-0.96,-0.00,-0.08,-37.57,-7.31,-2.48,26.38,64.01,-99.09,1466604521.74467,0
21.84,14.97,47.14717,-1.49,0.04,-0.21,6.16,-14.12,-3.16,27.13,65.81,-94.89,1466604521.91711,0
21.84,14.97,47.14717,-1.49,0.04,-0.21,6.16,-14.12,-3.16,27.13,65.81,-94.89,1466604522.154596,0
21.84,14.78,47.14717,-1.49,0.04,-0.21,6.16,-14.12,-3.16,27.13,65.81,-94.89,1466604522.317236,0
21.84,14.78,47.14717,-1.49,0.04,-0.21,6.16,-14.12,-3.16,27.13,65.81,-94.89,1466604522.564647,0
21.84,14.78,47.14717,-1.49,0.04,-0.21,6.16,-14.12,-3.16,27.13,65.81,-94.89,1466604522.718058,0
21.84,14.78,47.14717,-1.43,0.05,0.03,-65.83,-41.48,-0.31,6.45,53.67,-125.17,1466604522.974599,0
21.84,14.78,47.14717,-1.43,0.05,0.03,-65.83,-41.48,-0.31,6.45,53.67,-125.17,1466604523.117588,0
21.84,14.91,47.14717,-1.43,0.05,0.03,-65.83,-41.48,-0.31,6.45,53.67,-125.17,1466604523.384623,0
21.84,14.91,47.14717,-1.43,0.05,0.03,-65.83,-41.48,-0.31,6.45,53.67,-125.17,1466604523.517789,0
21.84,14.91,47.14717,-1.43,0.05,0.03,-65.83,-41.48,-0.31,6.45,53.67,-125.17,1466604523.794625,0
21.84,14.91,47.14717,-0.88,0.06,0.19,-64.09,-8.08,-8.17,3.60,108.68,-159.80,1466604523.904665,0
