ambientTemp,objectTemp,humidity,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,TimeStamp,DERAIL
22.25,15.84,45.85015,-0.92,-0.06,-0.15,1.00,-6.84,-3.23,0.75,88.29,-92.49,1466607439.67741,0
22.25,15.84,45.85015,-0.92,-0.06,-0.15,1.00,-6.84,-3.23,0.75,88.29,-92.49,1466607439.787441,0
22.25,15.84,45.85015,-0.96,0.10,-0.16,-0.25,-5.05,-2.58,1.65,89.64,-92.04,1466607440.087416,0
22.25,15.84,45.85015,-0.96,0.10,-0.16,-0.25,-5.05,-2.58,1.65,89.64,-92.04,1466607440.157409,0
22.25,15.84,45.85015,-0.96,0.10,-0.16,-0.25,-5.05,-2.58,1.65,89.64,-92.04,1466607440.503957,0
22.25,15.78,45.85015,-0.96,0.10,-0.16,-0.25,-5.05,-2.58,1.65,89.64,-92.04,1466607440.56797,0
22.25,15.78,45.85015,-0.96,0.10,-0.16,-0.25,-5.05,-2.58,1.65,89.64,-92.04,1466607440.910678,0
22.25,15.78,45.85015,-1.01,0.11,-0.09,-0.86,-5.81,-4.12,-0.30,89.34,-92.19,1466607441.042279,0
22.25,15.78,45.85015,-1.01,0.11,-0.09,-0.86,-5.81,-4.12,-0.30,89.34,-92.19,1466607441.162337,0
22.25,15.78,45.85015,-1.01,0.11,-0.09,-0.86,-5.81,-4.12,-0.30,89.34,-92.19,1466607441.522881,0
22.25,15.88,45.85015,-1.01,0.11,-0.09,-0.86,-5.81,-4.12,-0.30,89.34,-92.19,1466607441.592886,0
22.25,15.88,45.85015,-0.93,0.10,-0.09,-64.91,-15.03,-5.79,1.50,88.29,-92.94,1466607441.924709,0
22.25,15.88,45.85015,-0.93,0.10,-0.09,-64.91,-15.03,-5.79,1.50,88.29,-92.94,1466607442.044689,0
22.25,15.88,45.85015,-0.93,0.10,-0.09,-64.91,-15.03,-5.79,1.50,88.29,-92.94,1466607442.234656,0
22.25,15.88,45.85015,-0.93,0.10,-0.09,-64.91,-15.03,-5.79,1.50,88.29,-92.94,1466607442.444612,0
22.28,16.03,45.85015,-0.93,0.10,-0.09,-64.91,-15.03,-5.79,1.50,88.29,-92.94,1466607442.594605,0
22.28,16.03,45.85015,-0.93,0.10,-0.09,-64.91,-15.03,-5.79,1.50,88.29,-92.94,1466607442.854687,0
22.28,16.03,45.85015,-0.71,0.07,-0.11,-13.77,-15.36,-5.09,19.34,127.27,-108.68,1466607443.154707,0
22.28,16.03,45.85015,-0.71,0.07,-0.11,-13.77,-15.36,-5.09,19.34,127.27,-108.68,1466607443.214594,0
22.28,16.03,45.85015,-0.71,0.07,-0.11,-13.77,-15.36,-5.09,19.34,127.27,-108.68,1466607443.408543,0
22.28,15.66,45.85015,-0.71,0.07,-0.11,-13.77,-15.36,-5.09,19.34,127.27,-108.68,1466607443.554663,0
22.28,15.66,45.85015,-0.71,0.07,-0.11,-13.77,-15.36,-5.09,19.34,127.27,-108.68,1466607443.809032,0
