ambientTemp,objectTemp,humidity,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,TimeStamp,DERAIL
22.06,15.03,46.81147,-0.91,0.04,-0.03,-3.21,-6.89,-4.64,-12.89,90.69,-109.13,1466604919.924603,0
22.06,14.78,46.81147,-0.91,0.04,-0.03,-3.21,-6.89,-4.64,-12.89,90.69,-109.13,1466604920.204658,0
22.06,14.78,46.81147,-0.91,0.04,-0.03,-3.21,-6.89,-4.64,-12.89,90.69,-109.13,1466604920.395511,0
22.06,14.78,46.81147,-0.91,0.04,-0.03,-3.21,-6.89,-4.64,-12.89,90.69,-109.13,1466604920.527435,0
22.06,14.78,46.81147,-0.91,0.04,-0.03,-3.21,-6.89,-4.64,-12.89,90.69,-109.13,1466604920.818255,0
22.06,14.78,46.81147,-0.91,0.04,-0.03,-3.21,-6.89,-4.64,-12.89,90.69,-109.13,1466604920.929946,0
22.06,15.09,46.81147,-0.91,0.04,-0.03,-3.21,-6.89,-4.64,-12.89,90.69,-109.13,1466604921.224597,0
22.06,15.09,46.81147,-0.91,0.04,-0.03,-3.21,-6.89,-4.64,-12.89,90.69,-109.13,1466604921.374488,0
22.06,15.09,46.81147,-1.07,0.01,-0.13,3.26,-5.67,-0.18,-10.19,90.09,-108.38,1466604921.634597,0
22.06,15.09,46.81147,-1.07,0.01,-0.13,3.26,-5.67,-0.18,-10.19,90.09,-108.38,1466604921.724664,0
22.06,15.09,46.81147,-0.37,0.01,0.21,48.14,-8.93,-7.14,7.65,85.14,-101.78,1466604921.944599,0
22.06,15.47,46.81147,-0.37,0.01,0.21,48.14,-8.93,-7.14,7.65,85.14,-101.78,1466604922.174527,0
22.06,15.47,46.81147,-0.37,0.01,0.21,48.14,-8.93,-7.14,7.65,85.14,-101.78,1466604922.324649,0
22.06,15.47,46.81147,-0.37,0.01,0.21,48.14,-8.93,-7.14,7.65,85.14,-101.78,1466604922.666858,0
22.06,15.47,46.81147,-0.37,0.01,0.21,48.14,-8.93,-7.14,7.65,85.14,-101.78,1466604922.73467,0
22.06,15.47,46.81147,-1.24,0.09,0.07,87.50,12.60,3.04,18.74,80.35,-116.77,1466604923.074482,0
22.06,15.28,46.81147,-1.24,0.09,0.07,87.50,12.60,3.04,18.74,80.35,-116.77,1466604923.194624,0
22.06,15.28,46.81147,-1.24,0.09,0.07,87.50,12.60,3.04,18.74,80.35,-116.77,1466604923.334651,0
22.06,15.28,46.81147,-1.24,0.09,0.07,87.50,12.60,3.04,18.74,80.35,-116.77,1466604923.684639,0
22.06,15.28,46.81147,-1.24,0.09,0.07,87.50,12.60,3.04,18.74,80.35,-116.77,1466604923.7546,0
22.06,15.28,46.81147,-0.98,0.08,-0.04,34.65,4.68,-3.17,-7.35,73.00,-164.59,1466604923.99465,0
22.06,15.28,46.81147,-0.98,0.08,-0.04,34.65,4.68,-3.17,-7.35,73.00,-164.59,1466604924.134656,0
22.06,15.28,46.81147,-0.98,0.08,-0.04,34.65,4.68,-3.17,-7.35,73.00,-164.59,1466604924.3146,0
22.06,15.28,46.81147,-0.98,0.08,-0.04,34.65,4.68,-3.17,-7.35,73.00,-164.59,1466604924.574484,0
22.06,15.28,46.81147,-0.98,0.08,-0.04,34.65,4.68,-3.17,-7.35,73.00,-164.59,1466604924.7246,0
22.06,15.28,46.81147,-0.90,0.06,0.06,90.59,-7.62,-2.59,37.33,52.77,-93.39,1466604925.012831,0
22.06,15.28,46.81147,-0.90,0.06,0.06,90.59,-7.62,-2.59,37.33,52.77,-93.39,1466604925.124602,0
22.06,15.34,46.81147,-0.90,0.06,0.06,90.59,-7.62,-2.59,37.33,52.77,-93.39,1466604925.374485,0
22.06,15.34,46.81147,-0.90,0.06,0.06,90.59,-7.62,-2.59,37.33,52.77,-93.39,1466604925.524627,0
22.06,15.34,46.81147,-0.90,0.06,0.06,90.59,-7.62,-2.59,37.33,52.77,-93.39,1466604925.834632,0
22.06,15.34,46.81147,-0.96,0.00,0.04,78.51,8.05,1.25,41.82,112.28,-103.88,1466604925.924797,0
22.06,15.34,46.81147,-0.96,0.00,0.04,78.51,8.05,1.25,41.82,112.28,-103.88,1466604926.124635,0
22.06,15.28,46.81147,-0.96,0.00,0.04,78.51,8.05,1.25,41.82,112.28,-103.88,1466604926.454657,0
22.06,15.28,46.81147,-0.96,0.00,0.04,78.51,8.05,1.25,41.82,112.28,-103.88,1466604926.544603,0
22.06,15.28,46.81147,-0.96,0.00,0.04,78.51,8.05,1.25,41.82,112.28,-103.88,1466604926.865085,0
22.06,15.28,46.81147,-0.65,0.05,-0.07,44.81,-11.45,-2.49,47.07,105.53,-29.08,1466604926.944492,0
22.06,15.25,46.81147,-0.65,0.05,-0.07,44.81,-11.45,-2.49,47.07,105.53,-29.08,1466604927.275021,0
22.06,15.25,46.81147,-0.65,0.05,-0.07,44.81,-11.45,-2.49,47.07,105.53,-29.08,1466604927.374933,0
22.06,15.25,46.81147,-0.65,0.05,-0.07,44.81,-11.45,-2.49,47.07,105.53,-29.08,1466604927.617413,0
