ambientTemp,objectTemp,humidity,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,TimeStamp,DERAIL
22.00,14.81,46.93355,-0.90,0.08,-0.22,-7.23,-0.86,-5.85,13.64,125.77,-105.23,1466604737.204598,0
22.00,14.84,46.93355,-0.90,0.08,-0.22,-7.23,-0.86,-5.85,13.64,125.77,-105.23,1466604737.314596,0
22.00,14.84,46.93355,-0.90,0.08,-0.22,-7.23,-0.86,-5.85,13.64,125.77,-105.23,1466604737.514634,0
22.00,14.84,46.93355,-0.90,0.08,-0.22,-7.23,-0.86,-5.85,13.64,125.77,-105.23,1466604737.815079,0
22.00,14.84,46.93355,-0.90,0.08,-0.22,-7.23,-0.86,-5.85,13.64,125.77,-105.23,1466604737.91496,0
22.00,14.84,46.93355,-0.90,0.08,-0.22,-7.23,-0.86,-5.85,13.64,125.77,-105.23,1466604738.117412,0
22.00,14.72,46.93355,-0.90,0.08,-0.22,-7.23,-0.86,-5.85,13.64,125.77,-105.23,1466604738.317467,0
22.00,14.72,46.93355,-0.90,0.08,-0.22,-7.23,-0.86,-5.85,13.64,125.77,-105.23,1466604738.537367,0
22.00,14.72,46.93355,-0.90,0.08,-0.22,-7.23,-0.86,-5.85,13.64,125.77,-105.23,1466604738.737413,0
22.00,14.72,46.93355,-0.90,0.08,-0.22,-7.23,-0.86,-5.85,13.64,125.77,-105.23,1466604738.947429,0
22.00,14.72,46.93355,-0.90,0.08,-0.22,-7.23,-0.86,-5.85,13.64,125.77,-105.23,1466604739.117406,0
22.00,14.88,46.93355,-0.90,0.08,-0.22,-7.23,-0.86,-5.85,13.64,125.77,-105.23,1466604739.317435,0
22.00,14.88,46.93355,-0.90,0.08,-0.22,-7.23,-0.86,-5.85,13.64,125.77,-105.23,1466604739.56462,0
22.00,14.88,46.93355,-0.90,0.08,-0.22,-7.23,-0.86,-5.85,13.64,125.77,-105.23,1466604739.714697,0
22.00,14.88,46.93355,-0.90,0.08,-0.22,-7.23,-0.86,-5.85,13.64,125.77,-105.23,1466604739.914662,0
22.00,14.88,46.93355,-0.90,0.08,-0.22,-7.23,-0.86,-5.85,13.64,125.77,-105.23,1466604740.114627,0
22.00,14.81,46.93355,-0.92,-0.04,-0.15,2.72,-8.50,-1.50,14.84,126.07,-105.08,1466604740.384912,0
22.00,14.81,46.93355,-0.92,-0.04,-0.15,2.72,-8.50,-1.50,14.84,126.07,-105.08,1466604740.51622,0
22.00,14.81,46.93355,-0.92,-0.04,-0.15,2.72,-8.50,-1.50,14.84,126.07,-105.08,1466604740.717404,0
22.00,14.81,46.93355,-0.88,-0.09,-0.09,-13.47,-16.53,-5.88,17.39,127.87,-106.13,1466604740.997876,0
22.00,14.81,46.93355,-0.88,-0.09,-0.09,-13.47,-16.53,-5.88,17.39,127.87,-106.13,1466604741.107406,0
22.00,15.31,46.93355,-0.88,-0.09,-0.09,-13.47,-16.53,-5.88,17.39,127.87,-106.13,1466604741.407343,0
22.00,15.31,46.93355,-0.88,-0.09,-0.09,-13.47,-16.53,-5.88,17.39,127.87,-106.13,1466604741.517418,0
22.00,15.31,46.93355,-0.88,-0.09,-0.09,-13.47,-16.53,-5.88,17.39,127.87,-106.13,1466604741.917389,0
22.00,15.31,46.93355,-1.01,0.02,-0.13,-27.33,-0.32,-4.33,6.30,137.16,-95.19,1466604742.017439,0
22.00,15.31,46.93355,-1.01,0.02,-0.13,-27.33,-0.32,-4.33,6.30,137.16,-95.19,1466604742.117414,0
22.00,15.12,46.93355,-1.01,0.02,-0.13,-27.33,-0.32,-4.33,6.30,137.16,-95.19,1466604742.427414,0
22.00,15.12,46.93355,-1.01,0.02,-0.13,-27.33,-0.32,-4.33,6.30,137.16,-95.19,1466604742.517412,0
22.00,15.12,46.93355,-1.01,0.02,-0.13,-27.33,-0.32,-4.33,6.30,137.16,-95.19,1466604742.717864,0
22.00,15.12,46.93355,-0.80,0.04,-0.11,-58.66,-15.56,0.74,34.48,120.37,-43.32,1466604742.937405,0
22.00,15.12,46.93355,-0.80,0.04,-0.11,-58.66,-15.56,0.74,34.48,120.37,-43.32,1466604743.147406,0
