ambientTemp,objectTemp,humidity,pressure,altitude,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,light,time
22.75,16.25,44.93462,988.72,4.147843,-0.95,-0.05,0.10,-0.58,-4.34,-2.99,37.03,79.90,-78.25,9.95,1464797155
22.75,16.16,44.81254,988.71,4.235795,-0.95,-0.16,-0.03,-39.82,0.03,-2.44,37.03,79.60,-75.55,36.18,1464797156
22.75,16.50,44.81254,988.72,4.147843,-0.76,0.48,-0.10,-67.06,2.96,1.81,18.14,62.36,-111.98,24.22,1464797157
22.75,16.16,44.93462,988.73,4.059371,-0.92,0.13,0.22,-57.68,-1.53,-13.18,22.19,111.53,-139.56,7.26,1464797158
22.75,15.97,44.81254,988.71,4.235795,-0.86,-0.20,-0.13,-0.34,9.37,-14.10,-6.60,98.34,-91.14,9.93,1464797159
22.75,15.84,44.81254,988.69,4.412223,-0.63,-0.17,-0.04,-71.89,11.52,1.94,17.09,107.03,-60.11,34.62,1464797160
22.75,16.19,44.81254,988.69,4.412223,-0.90,0.08,0.04,-61.13,-11.95,7.58,26.83,81.25,-81.55,13.91,1464797161
22.75,16.19,44.81254,988.74,3.9709,-0.83,0.07,0.17,-54.92,-24.57,-6.38,65.81,108.53,-77.65,10.27,1464797162
22.75,16.38,44.81254,988.71,4.235795,-0.79,-0.18,0.02,-35.68,-3.83,-2.65,41.07,81.25,-73.00,35.49,1464797163
22.75,16.06,44.81254,988.68,4.500698,-1.09,0.21,0.16,-74.47,-16.21,4.56,22.49,63.26,-110.78,48.54,1464797164
22.75,16.06,44.81254,988.69,4.412223,-0.47,0.13,-0.01,-56.75,12.70,-19.04,24.88,111.38,-139.71,6.93,1464797165
22.75,15.81,44.81254,988.72,4.147843,-0.39,-0.69,-0.02,47.25,-40.49,-58.19,10.79,113.03,-83.65,10.02,1464797166
22.75,16.06,44.81254,988.73,4.059371,0.17,0.41,0.01,1.41,35.36,8.80,17.84,109.43,-63.11,0.00,1464797167
22.75,16.06,44.81254,988.71,4.235795,-0.02,0.08,-0.91,-0.57,-4.48,-2.72,16.49,92.19,-107.03,0.00,1464797168
22.75,16.19,44.81254,988.7,4.324269,-0.04,0.10,-1.02,-0.18,-5.56,-3.73,14.69,91.59,-106.28,0.00,1464797169
22.75,15.84,44.81254,988.72,4.147843,0.01,0.14,-1.04,2.94,-6.89,-3.83,15.89,93.54,-104.03,0.00,1464797170
22.75,16.28,44.81254,988.7,4.324269,0.00,0.10,-1.01,1.39,-5.72,-3.25,15.74,93.39,-106.28,0.00,1464797172
