ambientTemp,objectTemp,humidity,pressure,altitude,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,light,time
22.84,16.00,45.53735,988.7,4.324269,-0.88,-0.00,-0.07,-1.25,-0.39,-4.53,35.53,86.34,-72.85,3.54,1464796899
22.84,16.38,45.53735,988.73,4.059371,-1.45,-0.25,0.13,-62.82,0.86,19.88,20.54,70.00,-100.28,3.22,1464796900
22.84,16.38,45.53735,988.7,4.324269,-0.84,0.30,0.16,-57.00,-15.14,-8.63,-19.19,101.93,-181.38,2.98,1464796901
22.84,16.38,45.53735,988.69,4.412223,-0.64,0.17,-0.04,-2.43,-10.66,-8.43,0.00,77.05,-107.18,4.93,1464796902
22.84,16.28,45.53735,988.72,4.147843,-0.28,0.51,-0.04,-76.60,44.06,-12.93,7.05,122.47,-71.50,11.58,1464796903
22.84,16.25,45.53735,988.71,4.235795,-1.24,0.04,0.27,-66.28,-2.54,-1.22,37.63,87.39,-45.72,14.56,1464796904
22.84,16.22,45.53735,988.72,4.147843,-1.26,0.28,-0.07,-71.10,3.72,0.78,36.43,121.87,-110.33,11.56,1464796905
22.84,16.47,45.53735,988.72,4.147843,-0.89,-0.03,0.03,-0.72,7.51,-5.53,31.48,81.25,-79.45,8.14,1464796906
22.84,16.41,45.53735,988.69,4.412223,-0.97,0.43,-0.14,-80.05,12.37,-13.83,27.73,67.01,-94.44,3.54,1464796907
22.84,16.41,45.53735,988.71,4.235795,-0.97,0.43,-0.14,-80.05,12.37,-13.83,27.73,67.01,-94.44,3.45,1464796908
22.84,16.44,45.53735,988.71,4.235795,-1.36,0.18,-0.10,-20.75,0.51,-4.79,1.65,105.68,-87.84,5.65,1464796909
22.84,16.16,45.53735,988.72,4.147843,-0.19,-0.15,-0.18,74.76,-137.63,-32.37,14.54,125.62,-66.71,14.73,1464796910
22.84,16.31,45.53735,988.72,4.147843,-0.92,-0.11,0.04,0.40,-4.71,-2.71,16.49,103.73,-77.80,22.78,1464796911
22.88,16.28,45.53735,988.7,4.324269,-0.90,-0.05,0.04,-0.20,-3.71,-4.21,16.49,89.34,-51.72,22.15,1464796912
22.84,16.38,45.53735,988.72,4.147843,-0.92,-0.06,-0.03,-0.32,-5.57,-4.26,15.74,89.79,-53.07,20.59,1464796913
22.84,16.41,45.53735,988.77,3.706013,-0.89,-0.08,0.07,-0.54,-6.28,-2.65,16.19,89.04,-50.97,19.69,1464796914
22.84,16.47,45.53735,988.74,3.9709,-0.88,-0.08,0.06,-0.56,-6.05,-3.67,14.69,90.09,-52.77,18.80,1464796915
