ambientTemp,objectTemp,humidity,pressure,altitude,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,light,time
21.97,15.66,45.36187,989,1.676694,-0.64,-0.21,-0.00,-51.69,5.17,-23.24,23.53,80.50,-75.40,1.04,1464795002
21.97,15.50,45.36187,988.95,2.11738,-0.63,0.34,0.26,-65.79,-8.08,3.11,18.44,56.36,-117.37,1.52,1464795003
21.97,15.75,45.36187,989.02,1.499801,-0.76,0.14,-0.16,-46.23,-2.03,14.95,21.59,113.18,-125.02,1.52,1464795004
21.97,15.56,45.36187,989,1.676694,-1.05,-0.01,-0.22,-12.48,-13.44,-19.81,-15.74,94.59,-104.33,1.52,1464795005
21.97,15.53,45.36187,989.01,1.588247,-0.85,0.01,0.02,-64.79,-7.81,13.66,10.94,121.42,-49.47,0.56,1464795006
21.97,15.47,45.36187,989.03,1.411356,-0.28,0.08,-0.27,-76.20,-1.46,0.68,17.39,82.75,-77.35,1.20,1464795007
21.97,15.72,45.36187,989.03,1.411356,-0.95,-0.10,-0.19,-60.57,27.03,3.87,57.56,105.68,-63.26,0.96,1464795008
21.97,15.56,45.36187,989.01,1.588247,-1.02,0.14,0.15,-29.86,-7.63,-1.21,33.88,79.75,-67.91,0.88,1464795009
21.97,15.56,45.36187,989.01,1.588247,-0.51,0.06,-0.15,-75.12,8.90,-1.49,23.08,59.51,-110.63,1.44,1464795010
21.97,15.69,45.36187,989.01,1.588247,-0.51,0.06,-0.15,-75.12,8.90,-1.49,23.08,59.51,-110.63,1.44,1464795011
21.97,15.44,45.36187,989.01,1.588247,1.10,-0.52,-0.37,-81.40,-222.28,-78.99,-4.50,112.28,-92.94,1.52,1464795012
21.97,15.50,45.36187,989.01,1.588247,-0.67,-0.02,-0.04,12.89,-51.80,15.04,12.14,106.88,-60.26,0.64,1464795013
21.97,15.66,45.36187,989.01,1.588247,-0.91,0.00,-0.24,1.29,-6.35,-5.98,17.09,89.19,-60.41,1.36,1464795014
21.97,15.44,45.36187,989.07,1.058626,-1.01,0.06,-0.26,2.65,-8.75,-3.44,17.84,89.04,-60.26,1.60,1464795015
21.97,15.53,45.36187,989.03,1.411356,-0.96,0.06,-0.20,2.55,-9.39,-4.01,16.64,89.64,-61.16,1.60,1464795016
