ambientTemp,objectTemp,humidity,pressure,altitude,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,light,time
22.19,15.94,45.85015,988.87,2.823982,-0.97,-0.07,0.02,-4.82,-2.51,1.14,34.78,81.70,-72.85,2.74,1464795996
22.19,15.75,45.85015,988.87,2.823982,-0.81,0.02,0.18,-73.09,11.99,14.72,29.08,65.96,-83.80,3.38,1464795997
22.19,15.66,45.85015,988.87,2.823982,-1.02,-0.27,0.13,-53.19,2.32,16.40,2.55,73.30,-170.44,1.92,1464795998
22.19,15.81,45.85015,988.91,2.470674,-1.11,-0.08,0.08,-39.30,-7.91,17.28,25.33,83.35,-110.03,2.00,1464795999
22.19,15.75,45.85015,988.86,2.911921,-0.85,-0.11,-0.00,-29.67,0.75,8.41,-4.20,110.48,-93.24,3.07,1464796000
22.19,15.59,45.85015,988.84,3.088322,-0.52,0.35,0.04,-75.66,-5.71,1.98,14.99,98.04,-50.07,15.01,1464796001
22.19,15.72,45.85015,988.83,3.176784,-1.14,0.23,-0.12,-73.63,-8.23,7.40,-10.94,122.92,-137.91,9.71,1464796002
22.19,15.75,45.85015,988.86,2.911921,-1.04,0.08,0.21,-27.88,-9.53,-37.91,36.28,75.70,-75.55,6.14,1464796003
22.19,15.78,45.85015,988.83,3.176784,-0.98,-0.29,0.07,-52.67,11.70,21.33,35.38,71.95,-76.75,3.07,1464796004
22.19,15.78,45.85015,988.87,2.823982,-0.98,-0.29,0.07,-52.67,11.70,21.33,35.38,71.95,-76.75,1.92,1464796005
22.19,15.59,45.85015,988.88,2.735523,-1.09,0.09,0.10,-60.86,-1.66,12.53,-23.08,79.45,-120.07,1.93,1464796006
22.19,15.75,45.85015,988.88,2.735523,-0.04,0.35,-0.76,-1.28,-154.53,-5.42,-6.90,113.48,-93.69,3.96,1464796007
22.19,15.78,45.85015,988.85,3.000381,0.18,0.37,0.94,-0.92,-4.42,-1.83,6.90,98.04,-48.57,3.65,1464796008
22.19,15.66,45.85015,988.83,3.176784,0.19,0.33,0.89,0.01,-4.50,-2.44,-14.54,16.49,-3.00,3.57,1464796009
22.19,15.72,45.85015,988.86,2.911921,0.21,0.36,0.94,-0.92,-3.39,-2.64,-13.04,18.29,-4.65,3.40,1464796010
22.19,15.66,45.85015,988.84,3.088322,0.25,0.32,0.96,-1.19,-3.72,-2.41,-15.14,18.74,-4.35,3.57,1464796011
