ambientTemp,objectTemp,humidity,pressure,altitude,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,light,time
22.81,16.12,46.86488,988.75,3.882951,-1.27,-0.00,-0.15,0.31,-14.65,-8.04,32.38,82.45,-77.35,1.84,1464796720
22.81,16.22,46.86488,988.76,3.794481,-0.79,0.19,0.17,-68.51,-38.75,-3.83,37.48,80.80,-73.75,4.60,1464796721
22.81,16.22,46.86488,988.79,3.53012,-0.63,0.10,0.11,-70.85,-28.35,-10.92,8.69,64.76,-130.27,3.06,1464796722
22.81,16.12,46.86488,988.78,3.617546,-1.27,-0.19,0.08,-61.90,-16.23,14.27,62.21,100.28,-110.18,3.71,1464796724
22.81,15.97,46.86488,988.78,3.617546,-0.62,0.02,-0.04,-9.19,-2.26,-17.49,3.30,105.53,-89.49,25.11,1464796724
22.81,16.22,46.86488,988.78,3.617546,-0.96,0.04,0.20,-64.33,-11.53,7.57,18.29,115.12,-49.32,16.84,1464796725
22.81,16.16,46.86488,988.77,3.706013,-1.01,-0.22,0.35,-57.94,-19.45,-9.65,-8.54,101.03,-127.72,6.30,1464796727
22.81,15.94,46.86488,988.78,3.617546,-1.15,0.17,0.02,-14.53,-12.72,-7.35,67.91,96.39,-67.01,1.52,1464796728
22.81,16.16,46.74281,988.77,3.706013,-1.25,-0.18,0.17,-83.81,-32.07,28.30,31.63,78.55,-82.15,4.52,1464796729
22.81,16.25,46.74281,988.77,3.706013,-1.10,0.03,-0.10,-68.50,-7.18,2.23,12.44,67.46,-127.72,3.06,1464796729
22.81,16.12,46.74281,988.76,3.794481,-0.85,-0.13,0.12,-64.66,-17.61,5.79,18.14,80.35,-113.93,3.71,1464796730
22.81,15.81,46.74281,988.76,3.794481,2.02,-0.74,-0.47,4.84,-113.62,131.47,9.14,109.28,-84.84,23.47,1464796731
22.81,15.78,46.74281,988.77,3.706013,0.55,0.15,-2.32,-25.50,22.88,-54.51,11.84,116.17,-50.37,0.08,1464796733
22.81,16.19,46.74281,988.77,3.706013,0.02,0.15,-1.01,-0.41,-5.53,-3.25,16.34,99.24,-116.32,0.08,1464796733
22.81,16.34,46.62074,988.79,3.53012,0.02,0.17,-1.06,-1.85,-5.21,-2.37,17.69,99.54,-112.58,0.00,1464796734
22.84,16.22,46.62074,988.77,3.706013,0.04,0.14,-1.01,0.58,-5.17,-2.58,19.19,100.28,-113.93,0.08,1464796736
