ambientTemp,objectTemp,humidity,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,iteration
26.19,19.41,39.89914,-0.92,-0.03,-0.05,-0.40,-6.29,-3.22,27.58,83.35,-78.10,1
26.19,19.41,39.89914,-0.92,-0.03,-0.05,-0.40,-6.29,-3.22,27.58,83.35,-78.10,2
26.19,19.41,39.89914,-0.92,-0.03,-0.05,-0.40,-6.29,-3.22,27.58,83.35,-78.10,3
26.19,19.19,39.89914,-1.07,-0.11,0.04,-1.89,-5.54,-3.20,28.18,82.60,-78.55,4
26.19,19.19,39.89914,-1.07,-0.11,0.04,-1.89,-5.54,-3.20,28.18,82.60,-78.55,5
26.19,19.19,39.89914,-1.07,-0.11,0.04,-1.89,-5.54,-3.20,28.18,82.60,-78.55,6
26.19,19.19,39.89914,-1.07,-0.11,0.04,-1.89,-5.54,-3.20,28.18,82.60,-78.55,7
26.19,19.19,39.89914,-1.07,-0.11,0.04,-1.89,-5.54,-3.20,28.18,82.60,-78.55,8
26.19,19.19,39.89914,-1.07,-0.11,0.04,-1.89,-5.54,-3.20,28.18,82.60,-78.55,9
26.19,19.19,39.89914,-1.07,-0.11,0.04,-1.89,-5.54,-3.20,28.18,82.60,-78.55,10
26.19,19.19,39.89914,-1.07,-0.11,0.04,-1.89,-5.54,-3.20,28.18,82.60,-78.55,11
26.19,19.19,39.89914,-1.07,-0.11,0.04,-1.89,-5.54,-3.20,28.18,82.60,-78.55,12
26.19,19.19,39.89914,-1.07,-0.11,0.04,-1.89,-5.54,-3.20,28.18,82.60,-78.55,13
26.22,24.62,39.89914,-1.07,-0.11,0.04,-1.89,-5.54,-3.20,28.18,82.60,-78.55,14
26.22,24.62,39.89914,-0.89,-0.03,0.07,-35.77,-14.66,-0.90,29.98,83.35,-75.40,15
26.22,24.62,39.89914,-0.89,-0.03,0.07,-35.77,-14.66,-0.90,29.98,83.35,-75.40,16
26.22,24.62,39.89914,-0.89,-0.03,0.07,-35.77,-14.66,-0.90,29.98,83.35,-75.40,17
26.22,24.62,39.89914,-0.89,-0.03,0.07,-35.77,-14.66,-0.90,29.98,83.35,-75.40,18
26.22,24.62,39.89914,-0.89,-0.03,0.07,-35.77,-14.66,-0.90,29.98,83.35,-75.40,19
26.22,24.62,39.89914,-0.89,-0.03,0.07,-35.77,-14.66,-0.90,29.98,83.35,-75.40,20
26.22,24.62,39.89914,-0.89,-0.03,0.07,-35.77,-14.66,-0.90,29.98,83.35,-75.40,21
26.22,24.62,39.89914,-0.89,-0.03,0.07,-35.77,-14.66,-0.90,29.98,83.35,-75.40,22
26.22,24.62,39.89914,-0.89,-0.03,0.07,-35.77,-14.66,-0.90,29.98,83.35,-75.40,23
